NATUR'L OLEO             ;930 ML/L ÓLEO VEGETA;10534;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;18,72
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;54,71
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AC        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;49,0
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;54,8
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AC        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;49,0
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AM        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;54,75
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AC        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;50,0
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AM        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;57,5
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AC        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;50,0
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AM        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;60,0
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AC        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;50,0
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AM        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;60,0
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AC        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;50,0
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AM        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;63,33
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AC        ;NORTE          ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;49,0
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AM        ;NORTE          ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;53,46
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AC        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;49,0
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AM        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;50,0
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AC        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;49,0
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AC        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;49,0
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AM        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;53,61
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AC        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;49,07
OLEO DE MURUMURU         ;NÃO INFORMADO       ;11586;AM        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;61,12
OLEO DE PEQUI            ;NÃO INFORMADO       ;7111;CE        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;117,5
OLEO DE PEQUI            ;NÃO INFORMADO       ;7111;CE        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;116,52
OLEO DE PEQUI            ;NÃO INFORMADO       ;7111;CE        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;115,0
OLEO DE PEQUI            ;NÃO INFORMADO       ;7111;CE        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;115,0
OLEO DE PEQUI            ;NÃO INFORMADO       ;7111;CE        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;115,0
OLEO DE PEQUI            ;NÃO INFORMADO       ;7111;CE        ;NORDESTE       ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;117,5
OLEO DE PEQUI            ;NÃO INFORMADO       ;7111;CE        ;NORDESTE       ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;120,0
OLEO DE PEQUI            ;NÃO INFORMADO       ;7111;CE        ;NORDESTE       ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;120,0
OLEO DE PEQUI            ;NÃO INFORMADO       ;7111;CE        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;102,5
OLEO DE PEQUI            ;NÃO INFORMADO       ;7111;CE        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;91,25
OLEO DE PEQUI            ;NÃO INFORMADO       ;7111;CE        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;92,5
OLEO DE PEQUI            ;NÃO INFORMADO       ;7111;CE        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;115,95
OLEO DE SOJA             ;REFINADO            ;11871;AC        ;NORTE          ;2025;6;VAREJO                                                      ;9,03
OLEO DE SOJA             ;REFINADO            ;11871;AC        ;NORTE          ;2025;6;ATACADO                                                     ;8,8
OLEO DE SOJA             ;REFINADO            ;11871;AL        ;NORDESTE       ;2025;6;ATACADO                                                     ;8,47
OLEO DE SOJA             ;REFINADO            ;11871;AL        ;NORDESTE       ;2025;6;VAREJO                                                      ;9,23
OLEO DE SOJA             ;REFINADO            ;11871;AM        ;NORTE          ;2025;6;ATACADO                                                     ;9,12
OLEO DE SOJA             ;REFINADO            ;11871;AM        ;NORTE          ;2025;6;VAREJO                                                      ;8,92
OLEO DE SOJA             ;REFINADO            ;11871;AP        ;NORTE          ;2025;6;ATACADO                                                     ;7,95
OLEO DE SOJA             ;REFINADO            ;11871;AP        ;NORTE          ;2025;6;VAREJO                                                      ;8,12
OLEO DE SOJA             ;REFINADO            ;11871;BA        ;NORDESTE       ;2025;6;ATACADO                                                     ;8,4
OLEO DE SOJA             ;REFINADO            ;11871;BA        ;NORDESTE       ;2025;6;VAREJO                                                      ;8,56
OLEO DE SOJA             ;REFINADO            ;11871;CE        ;NORDESTE       ;2025;6;VAREJO                                                      ;9,31
OLEO DE SOJA             ;REFINADO            ;11871;CE        ;NORDESTE       ;2025;6;ATACADO                                                     ;8,28
OLEO DE SOJA             ;REFINADO            ;11871;DF        ;CENTRO-OESTE   ;2025;6;VAREJO                                                      ;7,41
OLEO DE SOJA             ;REFINADO            ;11871;DF        ;CENTRO-OESTE   ;2025;6;ATACADO                                                     ;7,32
OLEO DE SOJA             ;REFINADO            ;11871;ES        ;SUDESTE        ;2025;6;VAREJO                                                      ;7,68
OLEO DE SOJA             ;REFINADO            ;11871;ES        ;SUDESTE        ;2025;6;ATACADO                                                     ;7,71
OLEO DE SOJA             ;REFINADO            ;11871;GO        ;CENTRO-OESTE   ;2025;6;ATACADO                                                     ;7,58
OLEO DE SOJA             ;REFINADO            ;11871;GO        ;CENTRO-OESTE   ;2025;6;VAREJO                                                      ;7,97
OLEO DE SOJA             ;REFINADO            ;11871;MA        ;NORDESTE       ;2025;6;VAREJO                                                      ;8,89
OLEO DE SOJA             ;REFINADO            ;11871;MA        ;NORDESTE       ;2025;6;ATACADO                                                     ;8,77
OLEO DE SOJA             ;REFINADO            ;11871;MG        ;SUDESTE        ;2025;6;VAREJO                                                      ;7,89
OLEO DE SOJA             ;REFINADO            ;11871;MG        ;SUDESTE        ;2025;6;ATACADO                                                     ;7,69
OLEO DE SOJA             ;REFINADO            ;11871;MS        ;CENTRO-OESTE   ;2025;6;ATACADO                                                     ;7,51
OLEO DE SOJA             ;REFINADO            ;11871;MS        ;CENTRO-OESTE   ;2025;6;VAREJO                                                      ;8,03
OLEO DE SOJA             ;REFINADO            ;11871;MT        ;CENTRO-OESTE   ;2025;6;ATACADO                                                     ;7,49
OLEO DE SOJA             ;REFINADO            ;11871;MT        ;CENTRO-OESTE   ;2025;6;VAREJO                                                      ;7,67
OLEO DE SOJA             ;REFINADO            ;11871;PA        ;NORTE          ;2025;6;VAREJO                                                      ;8,53
OLEO DE SOJA             ;REFINADO            ;11871;PA        ;NORTE          ;2025;6;ATACADO                                                     ;8,38
OLEO DE SOJA             ;REFINADO            ;11871;PB        ;NORDESTE       ;2025;6;VAREJO                                                      ;9,76
OLEO DE SOJA             ;REFINADO            ;11871;PB        ;NORDESTE       ;2025;6;ATACADO                                                     ;9,24
OLEO DE SOJA             ;REFINADO            ;11871;PE        ;NORDESTE       ;2025;6;VAREJO                                                      ;10,99
OLEO DE SOJA             ;REFINADO            ;11871;PE        ;NORDESTE       ;2025;6;ATACADO                                                     ;9,7
OLEO DE SOJA             ;REFINADO            ;11871;PI        ;NORDESTE       ;2025;6;VAREJO                                                      ;9,17
OLEO DE SOJA             ;REFINADO            ;11871;PI        ;NORDESTE       ;2025;6;ATACADO                                                     ;9,0
OLEO DE SOJA             ;REFINADO            ;11871;PR        ;SUL            ;2025;6;ATACADO                                                     ;7,87
OLEO DE SOJA             ;REFINADO            ;11871;PR        ;SUL            ;2025;6;VAREJO                                                      ;7,99
OLEO DE SOJA             ;REFINADO            ;11871;RJ        ;SUDESTE        ;2025;6;VAREJO                                                      ;7,81
OLEO DE SOJA             ;REFINADO            ;11871;RJ        ;SUDESTE        ;2025;6;ATACADO                                                     ;7,63
OLEO DE SOJA             ;REFINADO            ;11871;RN        ;NORDESTE       ;2025;6;VAREJO                                                      ;9,3
OLEO DE SOJA             ;REFINADO            ;11871;RN        ;NORDESTE       ;2025;6;ATACADO                                                     ;9,84
OLEO DE SOJA             ;REFINADO            ;11871;RO        ;NORTE          ;2025;6;VAREJO                                                      ;8,41
OLEO DE SOJA             ;REFINADO            ;11871;RO        ;NORTE          ;2025;6;ATACADO                                                     ;8,24
OLEO DE SOJA             ;REFINADO            ;11871;RR        ;NORTE          ;2025;6;VAREJO                                                      ;9,79
OLEO DE SOJA             ;REFINADO            ;11871;RR        ;NORTE          ;2025;6;ATACADO                                                     ;8,19
OLEO DE SOJA             ;REFINADO            ;11871;RS        ;SUL            ;2025;6;VAREJO                                                      ;8,82
OLEO DE SOJA             ;REFINADO            ;11871;RS        ;SUL            ;2025;6;ATACADO                                                     ;8,33
OLEO DE SOJA             ;REFINADO            ;11871;SC        ;SUL            ;2025;6;VAREJO                                                      ;7,96
OLEO DE SOJA             ;REFINADO            ;11871;SC        ;SUL            ;2025;6;ATACADO                                                     ;7,87
OLEO DE SOJA             ;REFINADO            ;11871;SE        ;NORDESTE       ;2025;6;ATACADO                                                     ;8,56
OLEO DE SOJA             ;REFINADO            ;11871;SE        ;NORDESTE       ;2025;6;VAREJO                                                      ;9,04
OLEO DE SOJA             ;REFINADO            ;11871;SP        ;SUDESTE        ;2025;6;ATACADO                                                     ;8,0
OLEO DE SOJA             ;REFINADO            ;11871;SP        ;SUDESTE        ;2025;6;VAREJO                                                      ;8,09
OLEO DE SOJA             ;REFINADO            ;11871;TO        ;NORTE          ;2025;6;ATACADO                                                     ;8,08
OLEO DE SOJA             ;REFINADO            ;11871;TO        ;NORTE          ;2025;6;VAREJO                                                      ;8,18
OLEO DE SOJA             ;REFINADO            ;11871;AC        ;NORTE          ;2025;7;VAREJO                                                      ;8,87
OLEO DE SOJA             ;REFINADO            ;11871;AC        ;NORTE          ;2025;7;ATACADO                                                     ;8,82
OLEO DE SOJA             ;REFINADO            ;11871;AL        ;NORDESTE       ;2025;7;VAREJO                                                      ;9,01
OLEO DE SOJA             ;REFINADO            ;11871;AL        ;NORDESTE       ;2025;7;ATACADO                                                     ;8,39
OLEO DE SOJA             ;REFINADO            ;11871;AM        ;NORTE          ;2025;7;VAREJO                                                      ;8,62
OLEO DE SOJA             ;REFINADO            ;11871;AM        ;NORTE          ;2025;7;ATACADO                                                     ;8,97
OLEO DE SOJA             ;REFINADO            ;11871;AP        ;NORTE          ;2025;7;VAREJO                                                      ;8,49
OLEO DE SOJA             ;REFINADO            ;11871;AP        ;NORTE          ;2025;7;ATACADO                                                     ;7,91
OLEO DE SOJA             ;REFINADO            ;11871;BA        ;NORDESTE       ;2025;7;ATACADO                                                     ;8,32
OLEO DE SOJA             ;REFINADO            ;11871;BA        ;NORDESTE       ;2025;7;VAREJO                                                      ;8,52
OLEO DE SOJA             ;REFINADO            ;11871;CE        ;NORDESTE       ;2025;7;VAREJO                                                      ;9,3
OLEO DE SOJA             ;REFINADO            ;11871;CE        ;NORDESTE       ;2025;7;ATACADO                                                     ;8,25
OLEO DE SOJA             ;REFINADO            ;11871;DF        ;CENTRO-OESTE   ;2025;7;VAREJO                                                      ;7,57
OLEO DE SOJA             ;REFINADO            ;11871;DF        ;CENTRO-OESTE   ;2025;7;ATACADO                                                     ;7,61
OLEO DE SOJA             ;REFINADO            ;11871;ES        ;SUDESTE        ;2025;7;ATACADO                                                     ;7,88
OLEO DE SOJA             ;REFINADO            ;11871;ES        ;SUDESTE        ;2025;7;VAREJO                                                      ;7,74
OLEO DE SOJA             ;REFINADO            ;11871;GO        ;CENTRO-OESTE   ;2025;7;ATACADO                                                     ;7,45
OLEO DE SOJA             ;REFINADO            ;11871;GO        ;CENTRO-OESTE   ;2025;7;VAREJO                                                      ;7,62
OLEO DE SOJA             ;REFINADO            ;11871;MA        ;NORDESTE       ;2025;7;VAREJO                                                      ;8,83
OLEO DE SOJA             ;REFINADO            ;11871;MA        ;NORDESTE       ;2025;7;ATACADO                                                     ;8,67
OLEO DE SOJA             ;REFINADO            ;11871;MG        ;SUDESTE        ;2025;7;VAREJO                                                      ;7,94
OLEO DE SOJA             ;REFINADO            ;11871;MG        ;SUDESTE        ;2025;7;ATACADO                                                     ;7,72
OLEO DE SOJA             ;REFINADO            ;11871;MS        ;CENTRO-OESTE   ;2025;7;VAREJO                                                      ;8,02
OLEO DE SOJA             ;REFINADO            ;11871;MS        ;CENTRO-OESTE   ;2025;7;ATACADO                                                     ;7,38
