SEMENTE DE TRITICALE     ;NÃO INFORMADO       ;5322;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,47
SOJA                     ;EM GRÃOS            ;4744;DF        ;CENTRO-OESTE   ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,08
SOJA                     ;EM GRÃOS            ;4744;GO        ;CENTRO-OESTE   ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,02
SOJA                     ;EM GRÃOS            ;4744;MA        ;NORDESTE       ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,05
SOJA                     ;EM GRÃOS            ;4744;MG        ;SUDESTE        ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,14
SOJA                     ;EM GRÃOS            ;4744;MS        ;CENTRO-OESTE   ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,09
SOJA                     ;EM GRÃOS            ;4744;MS        ;CENTRO-OESTE   ;2025;11;ATACADO                                                     ;2,15
SOJA                     ;EM GRÃOS            ;4744;MT        ;CENTRO-OESTE   ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,01
SOJA                     ;EM GRÃOS            ;4744;PA        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,07
SOJA                     ;EM GRÃOS            ;4744;PI        ;NORDESTE       ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,13
SOJA                     ;EM GRÃOS            ;4744;PR        ;SUL            ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,04
SOJA                     ;EM GRÃOS            ;4744;PR        ;SUL            ;2025;11;ATACADO                                                     ;2,22
SOJA                     ;EM GRÃOS            ;4744;RO        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,94
SOJA                     ;EM GRÃOS            ;4744;RR        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,29
SOJA                     ;EM GRÃOS            ;4744;RS        ;SUL            ;2025;11;ATACADO                                                     ;2,24
SOJA                     ;EM GRÃOS            ;4744;RS        ;SUL            ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,08
SOJA                     ;EM GRÃOS            ;4744;SC        ;SUL            ;2025;11;ATACADO                                                     ;2,28
SOJA                     ;EM GRÃOS            ;4744;SC        ;SUL            ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,09
SOJA                     ;EM GRÃOS            ;4744;SP        ;SUDESTE        ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,08
SOJA                     ;EM GRÃOS            ;4744;TO        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,09
SOJA                     ;EM GRÃOS            ;4744;AP        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,97
SOJA                     ;EM GRÃOS            ;4744;BA        ;NORDESTE       ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,04
SOJA                     ;EM GRÃOS            ;4744;DF        ;CENTRO-OESTE   ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,15
SOJA                     ;EM GRÃOS            ;4744;GO        ;CENTRO-OESTE   ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,04
SOJA                     ;EM GRÃOS            ;4744;MA        ;NORDESTE       ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,09
SOJA                     ;EM GRÃOS            ;4744;MG        ;SUDESTE        ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,16
SOJA                     ;EM GRÃOS            ;4744;MS        ;CENTRO-OESTE   ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,09
SOJA                     ;EM GRÃOS            ;4744;MT        ;CENTRO-OESTE   ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,97
SOJA                     ;EM GRÃOS            ;4744;PA        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,1
SOJA                     ;EM GRÃOS            ;4744;PI        ;NORDESTE       ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,13
SOJA                     ;EM GRÃOS            ;4744;PR        ;SUL            ;2025;12;ATACADO                                                     ;2,27
SOJA                     ;EM GRÃOS            ;4744;PR        ;SUL            ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,99
SOJA                     ;EM GRÃOS            ;4744;RO        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,95
SOJA                     ;EM GRÃOS            ;4744;RS        ;SUL            ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,1
SOJA                     ;EM GRÃOS            ;4744;RS        ;SUL            ;2025;12;ATACADO                                                     ;2,26
SOJA                     ;EM GRÃOS            ;4744;SC        ;SUL            ;2025;12;ATACADO                                                     ;2,29
SOJA                     ;EM GRÃOS            ;4744;SC        ;SUL            ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,06
SOJA                     ;EM GRÃOS            ;4744;SP        ;SUDESTE        ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,11
SOJA                     ;EM GRÃOS            ;4744;TO        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,05
SOJA                     ;EM GRÃOS            ;4744;AP        ;NORTE          ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,99
SOJA                     ;EM GRÃOS            ;4744;BA        ;NORDESTE       ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,94
SOJA                     ;EM GRÃOS            ;4744;DF        ;CENTRO-OESTE   ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,89
SOJA                     ;EM GRÃOS            ;4744;GO        ;CENTRO-OESTE   ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,88
SOJA                     ;EM GRÃOS            ;4744;MA        ;NORDESTE       ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,9
SOJA                     ;EM GRÃOS            ;4744;MG        ;SUDESTE        ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,94
SOJA                     ;EM GRÃOS            ;4744;MS        ;CENTRO-OESTE   ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,94
SOJA                     ;EM GRÃOS            ;4744;MT        ;CENTRO-OESTE   ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,77
SOJA                     ;EM GRÃOS            ;4744;PA        ;NORTE          ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
SOJA                     ;EM GRÃOS            ;4744;PI        ;NORDESTE       ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,01
SOJA                     ;EM GRÃOS            ;4744;PR        ;SUL            ;2026;1;ATACADO                                                     ;2,08
SOJA                     ;EM GRÃOS            ;4744;PR        ;SUL            ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,92
SOJA                     ;EM GRÃOS            ;4744;RO        ;NORTE          ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,89
SOJA                     ;EM GRÃOS            ;4744;RR        ;NORTE          ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,59
SOJA                     ;EM GRÃOS            ;4744;RS        ;SUL            ;2026;1;ATACADO                                                     ;2,18
SOJA                     ;EM GRÃOS            ;4744;RS        ;SUL            ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,03
SOJA                     ;EM GRÃOS            ;4744;SC        ;SUL            ;2026;1;ATACADO                                                     ;2,21
SOJA                     ;EM GRÃOS            ;4744;SC        ;SUL            ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,99
SOJA                     ;EM GRÃOS            ;4744;SP        ;SUDESTE        ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,02
SOJA                     ;EM GRÃOS            ;4744;TO        ;NORTE          ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,92
SOJA                     ;EM GRÃOS            ;4744;AP        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,97
SOJA                     ;EM GRÃOS            ;4744;BA        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,88
SOJA                     ;EM GRÃOS            ;4744;DF        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,81
SOJA                     ;EM GRÃOS            ;4744;GO        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,8
SOJA                     ;EM GRÃOS            ;4744;MA        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,81
SOJA                     ;EM GRÃOS            ;4744;MG        ;SUDESTE        ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,84
SOJA                     ;EM GRÃOS            ;4744;MS        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,81
SOJA                     ;EM GRÃOS            ;4744;MT        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,7
SOJA                     ;EM GRÃOS            ;4744;PA        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,96
SOJA                     ;EM GRÃOS            ;4744;PI        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,86
SOJA                     ;EM GRÃOS            ;4744;PR        ;SUL            ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,9
SOJA                     ;EM GRÃOS            ;4744;PR        ;SUL            ;2026;2;ATACADO                                                     ;2,02
SOJA                     ;EM GRÃOS            ;4744;RO        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,79
SOJA                     ;EM GRÃOS            ;4744;RS        ;SUL            ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,95
SOJA                     ;EM GRÃOS            ;4744;RS        ;SUL            ;2026;2;ATACADO                                                     ;2,07
SOJA                     ;EM GRÃOS            ;4744;SC        ;SUL            ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,95
SOJA                     ;EM GRÃOS            ;4744;SC        ;SUL            ;2026;2;ATACADO                                                     ;2,15
SOJA                     ;EM GRÃOS            ;4744;SP        ;SUDESTE        ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,89
SOJA                     ;EM GRÃOS            ;4744;TO        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,72
SOJA                     ;EM GRÃOS            ;4744;AP        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,99
SOJA                     ;EM GRÃOS            ;4744;BA        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,88
SOJA                     ;EM GRÃOS            ;4744;DF        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,85
SOJA                     ;EM GRÃOS            ;4744;GO        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,81
SOJA                     ;EM GRÃOS            ;4744;MA        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,84
SOJA                     ;EM GRÃOS            ;4744;MG        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,84
SOJA                     ;EM GRÃOS            ;4744;MS        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,86
SOJA                     ;EM GRÃOS            ;4744;MT        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,73
SOJA                     ;EM GRÃOS            ;4744;PA        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,98
SOJA                     ;EM GRÃOS            ;4744;PI        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,94
SOJA                     ;EM GRÃOS            ;4744;PR        ;SUL            ;2026;3;ATACADO                                                     ;2,03
SOJA                     ;EM GRÃOS            ;4744;PR        ;SUL            ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,93
SOJA                     ;EM GRÃOS            ;4744;RO        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,79
SOJA                     ;EM GRÃOS            ;4744;RS        ;SUL            ;2026;3;ATACADO                                                     ;2,08
SOJA                     ;EM GRÃOS            ;4744;RS        ;SUL            ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,97
SOJA                     ;EM GRÃOS            ;4744;SC        ;SUL            ;2026;3;ATACADO                                                     ;2,18
SOJA                     ;EM GRÃOS            ;4744;SC        ;SUL            ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,98
SOJA                     ;EM GRÃOS            ;4744;SP        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,91
SOJA                     ;EM GRÃOS            ;4744;TO        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,75
SOJA                     ;EM GRÃOS            ;4744;AP        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,1
SOJA                     ;EM GRÃOS            ;4744;BA        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,87
SOJA                     ;EM GRÃOS            ;4744;DF        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,8
